,article_id,link,title,description,content,keywords,creator,language,country,category,datatype,pubDate,pubDateTZ,image_url,video_url,source_id,source_name,source_priority,source_url,source_icon,sentiment,sentiment_stats,ai_tag,ai_region,ai_org,ai_summary,duplicate
10,4e9f58028399e3efbb4cccfa378442d2,https://www.kyoto-np.co.jp/articles/-/1618380,【速報】石川県能登で震度3の地震、滋賀県でも震度1 震源は能登半島沖,15日午前4時3分ごろ、石川県能登で震度3、滋賀県でも震度1を観測する地震があった。震源は能登半島沖、震源の深さは約10キロ。地震の規模は...,ONLY AVAILABLE IN PAID PLANS,['社会'],['京都新聞デジタル'],japanese,['japan'],"['lifestyle', 'top']",news,2025-12-14 19:24:00,UTC,https://kyoto-np.ismcdn.jp/mwimgs/0/6/300wm/img_06665f00edd71b408ecda9730127cd46921552.jpg,,kyoto_np,京都新聞,140871,https://www.kyoto-np.co.jp,https://n.bytvi.com/kyoto_np.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
11,d55f6e2573993a668657036681e0ad98,https://www.haber7.com/dunya/haber/3587961-eski-paf-pilotu-halid-chishti-turkiye-bize-her-turlu-destegi-veriyor,Eski PAF pilotu Halid Chishti: Türkiye bize her türlü desteği veriyor,"Eski Pakistan Hava Kuvvetleri (PAF) pilotu Halid Chishti, Türkiye ile ""kardeşçe"" bir işbirliği yürüttüklerini belirterek, ""Türkiye'nin desteğiyle geliştirdiğimiz İHA teknolojisiyle Hindistan'a karşı büyük bir avantaj elde ettik"" dedi.",ONLY AVAILABLE IN PAID PLANS,['dünya'],['ramazan yıldız'],turkish,['turkey'],"['lifestyle', 'top']",news,2025-12-14 19:24:00,UTC,https://i12.haber7.net//haber/haber7/photos/2025/50/qiL51_1765735567_8889.jpg,,haber7,Haber 7,3649,https://www.haber7.com,https://n.bytvi.com/haber7.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
12,8281ab84d018361c195f5db0887f72b4,https://proceso.hn/2-2-el-colista-frena-al-bayern/,2-2. El colista frena al Bayern,"El Bayern no pasó este domingo de un empate a dos goles ante el colista Mainz, que le creó muchos problemas e incluso estuvo cerca de infligirle la primera derrota de la temporada en la competición doméstica.La entrada 2-2. El colista frena al Bayern se publicó primero en Proceso Digital.",ONLY AVAILABLE IN PAID PLANS,"['alemania', 'bayern munich', 'bundesliga', 'deportes', 'mainz', 'proceso digital']",['EFE'],spanish,['honduras'],['sports'],news,2025-12-14 19:23:59,UTC,https://proceso.hn/wp-content/uploads/2025/12/Bayern.jpg,,proceso_hn,Proceso Digital,252031,https://proceso.hn,https://n.bytvi.com/proceso_hn.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,True
13,934bca46d8fe24a9f794ae8ad9e0a65e,https://www.lanouvellerepublique.fr/loir-et-cher/commune/la-chaussee-saint-victor/regionale-2-vineuil-remporte-le-derby-a-la-chaussee-1765740236,Régionale 2 : Vineuil remporte le derby à La Chaussée,"Renforcé dans son secteur intérieur par plusieurs joueurs de Nationale 3, Vineuil a remporté le derby à La Chaussée, en peine cette saison, ce dimanche 14 décembre 2025.",ONLY AVAILABLE IN PAID PLANS,"['basket', 'loir-et-cher', 'vineuil 41', 'la chaussée-saint-victor', 'sports']",['dominique breton'],french,['france'],"['lifestyle', 'top']",news,2025-12-14 19:23:56,UTC,https://images.lanouvellerepublique.fr/image/upload/693f0ec9398a5ab0288b459a,,lanouvellerepublique_fr,Lanouvellerepublique Fr,14459,https://www.lanouvellerepublique.fr,https://n.bytvi.com/lanouvellerepublique_fr.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
14,b7c8089d63a7aaf23296e4951c60735b,https://www.destructoid.com/conspiracy-honed-god-rolls-and-how-to-get-them-in-destiny-2/,Conspiracy Honed god rolls and how to get them in Destiny 2,"Conspiracy Honed brings a sharp god roll to the arsenal in Destiny 2's Equilibrium dungeon. This 140rpm heat-based sniper rifle can double up on damage perks, which is always a welcome addition to any weapon in the game.That firepower comes with quite a price, however: Conspiracy Honed heats up quite quickly, and you'll rarely get more than three or four shots in without needing to vent this weapon. And that's where the fun comes in.Here are our PvE god rolls for Conspiracy Honed in Destiny 2. We don't fully know the parts yet, but we based our information on the weapon's perk pool on an Aztecross video showcasing the weapons ahead of time.Conspiracy Honed PvE god rolls in Destiny 2As good for the Venusian wilderness as it is anywhere else. Screenshot by DestructoidFirst perk: Vorpal Weapon (Honorable mention: Cooling Baubles)Second perk: Bait and Switch (Honorable mention: Firing Line)Recommended mod: Enhanced Heat Generation (makes this weapon generate less heat)The thought of double damage perks is alluring enough on any weapon, but putting some of the best damage perks together on the same gun and in different columns is almost a dream come true for anyone hunting god rolls in Destiny 2. And Conspiracy Honed does deliver. For the quick and overly simple version, this is our pairing for this weapon.Conspiracy Honed will overheat quickly. Our copy takes three shots before having to vent, but that's the key. After your first vent, your goal is to tap your reload button as close to the marking on your reticle as possible.The reticle is the biggest giveaway, but it'll feel like second nature to you once you're used to it. Screenshot by DestructoidThis gives you five seconds of reduced heat generation, which is enough to let you get off far more shots without overheating. Once your meter goes in the red again, prepare to hit another perfect reload and keep the bullets flowing. This is essential for figuring out how to operate this sniper, and that's why it determines the choices you make. Our copy of it has the Enhanced Heat Generated mod glued to it.In the first column, Vorpal Weapon provides the biggest amount of direct damage. It's a 15-percent bonus for special-ammo weapons in the current sandbox, and that's on top of other buffs.Because of the cooling mechanic, however, Cooling Baubles can work well if you have enough orbs of power on hand—say, anything from two to five other guardians throwing Supers back to back. This also synergizes with the weapon's origin trait, Imperial Allegiance, which increases cooling rate when near allies. Enlightened Action didn't seem to have any effect for us, which is likely due to a bug.For the second column, Bait and Switch deals more damage than Firing Line and works solo. This is our indisputed choice, and Firing Line is more of a consolation prize. The rest of the perk pool is either not as good as this duo or it's focused on PvP, so this is the roll we're keeping at hand.All Conspiracy Honed perks in Destiny 2The clean scope helps. Screenshot by DestructoidConspiracy Honed boasts a suite of good perks for different activity types. PvP players can opt for Lone Wolf or Snapshot Sights paired with Opening Shot or Moving Target, for instance, while those looking for something with a slightly bigger focus on add clear can go for Headstone and/or Firefly. Here is the full list:First perkSecond perkHeadstoneFireflySnapshot SightsBait and SwitchDelicate TuningFiring LineCooling BaublesBoxed BreathingLone WolfThermal AtomizerVorpal WeaponOpening ShotEnlightened ActionMoving TargetHow to get Conspiracy Honed in Destiny 2It's worth the run. Screenshot by DestructoidConspiracy Honed has a chance of dropping from the Equilibrium dungeon. We've gotten it consistently as a reward for the second encounter, though it also drops at the final boss. To improve your chances of grabbing this gun, complete The Way Between, the dungeon's quest, which unlocks attunement for Equilibrium's weapons and armor.The post Conspiracy Honed god rolls and how to get them in Destiny 2 appeared first on Destructoid.",ONLY AVAILABLE IN PAID PLANS,"['destiny 2', 'guides', 'pc', 'console']",['pedro peres'],english,['united states of america'],['entertainment'],news,2025-12-14 19:23:48,UTC,https://www.destructoid.com/wp-content/uploads/2025/12/Conspiracy-Honed-Destiny-2-Collections.jpg?quality=75,,destructoid,Destructoid,3224,https://www.destructoid.com,https://n.bytvi.com/destructoid.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
15,5a65891f6dff07ff8db0eda510eafc08,https://www.varesenews.it/2025/12/kastritis-abbiamo-provato-a-limitare-brescia-moore-la-nostra-cultura-va-rispettata/2436241/,Kastritis: “Abbiamo provato a limitare Brescia. Moore? La nostra cultura va rispettata”,Kastritis: “Abbiamo provato a limitare Brescia. Moore? La nostra cultura va rispettata”,ONLY AVAILABLE IN PAID PLANS,"['varese laghi', 'sport']",,italian,['italy'],"['lifestyle', 'top']",news,2025-12-14 19:23:34,UTC,https://www.varesenews.it/photogallery_new/images/2025/12/ioannis-kastritis-basket-2005081.1024x768.jpg,,varesenews,Varese News,1972429,https://www.varesenews.it,https://n.bytvi.com/varesenews.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
16,f00d57830cf6a8f187459a4b270ff7c5,https://www.fotomac.com.tr/trabzonspor/2025/12/14/trabzonsporda-oleksandr-zubkov-belki-de-1-puanin-farkli-onemi-olacak,Trabzonspor'da Oleksandr Zubkov: Belki de 1 puanın farklı önemi olacak,"Trendyol Süper Lig'in 16. haftasında Trabzonspor ile Beşiktaş 3-3 berabere kaldı. Bordo mavililerin Ukraynalı yıldız oyuncusu Oleksandr Zubkov, berabere sona eren karşılaşmayı değerlendirdi. İşte detaylar...Devamı için tıklayınız",ONLY AVAILABLE IN PAID PLANS,['trabzonspor'],['Fotoma&#231;'],turkish,['turkey'],['sports'],news,2025-12-14 19:23:25,UTC,https://iaftm.tmgrup.com.tr/4531a6/1200/675/0/0/800/450?u=https%3A%2F%2Fiftm.tmgrup.com.tr%2F2025%2F12%2F14%2Ftrabzonsporda-oleksandr-zubkov-belki-de-1-puanin-farkli-onemi-olacak-1765740174835.jpeg,,fotomac,Fotomaç,16379,https://www.fotomac.com.tr,https://n.bytvi.com/fotomac.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
17,6dcde900b3d5042abed0147530d44644,https://www.beloitdailynews.com/news/national-news/ap-trending-summarybrief-at-2-23-p-m-est/article_47cfabf6-0484-5544-9cc6-81f89b8ed05d.html,AP Trending SummaryBrief at 2:23 p.m. EST,JetBlue flight near Venezuela avoids 'midair collision' with US Air Force tanker,ONLY AVAILABLE IN PAID PLANS,['summarybrief-trending'],['ap'],english,['united states of america'],"['top', 'crime']",news,2025-12-14 19:23:16,UTC,https://bloximages.newyork1.vip.townnews.com/beloitdailynews.com/content/tncms/custom/image/c270922e-ebc4-11eb-8571-eb444426d521.png,,beloitdailynews,Beloit Daily News,229353,https://www.beloitdailynews.com,https://n.bytvi.com/beloitdailynews.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,True
18,10ccad113b560655a9c0d5e89490cce7,https://www.dnews.gr/eidhseis/life/561943/aris-mougkopetros-eixe-troxaio-gia-akomi-mia-fora-eixa-agio,Άρης Μουγκοπέτρος: Είχε τροχαίο - «Για ακόμη μια φορά είχα Άγιο»,"«17 μέρες ακόμη να περάσει η χειρότερη χρονιά της ζωής μου» έγραψε ο Άρης Μουγκοπέτρος.Τροχαίο ατύχημα είχε ο Άρης Μουγκοπέτρος. Ο δεξιοτέχνης του κλαρίνου, το περασμένο Πάσχα, είδε τη ζωή του να αλλάζει ριζικά, όταν κατά τη διάρκεια εμφάνισής του σε γλέντι μια κροτίδα που του έδωσε ένας άνθρωπος που μέχρι τότε θεωρούσε φίλο του, έσκασε στα χέρια του. Αυτό είχε ως αποτέλεσμα ο Άρης Μουγκοπέτρος να χάσει δυο δάχτυλα από το ένα του χέρι. Σήμερα λοιπόν, ο Άρης Μουγκοπέτρος είχε τροχαίο, όπως αποκάλυψε ο ίδιος μέσω ανάρτησής του στα social media. Στο βίντεο που ανέβασε στα social media ο Άρης Μουγκοπέτρος δείχνει τις ζημιές που υπέστη το όχημά του χωρίς ωστόσο να μοιράζεται περισσότερες πληροφορίες για τις συνθήκες του τροχαίου. «Για ακόμη μια φορά είχα Άγιο... Σε ευχαριστώ Παναγιά μου που πάλι έβαλες το χέρι σου. Υ.Γ. 17 μέρες ακόμη να περάσει η χειρότερη χρονιά της ζωής μου...» έγραψε χαρακτηριστικά ο Άρης Μουγκοπέτρος στο βίντεο που δημοσίευσε.#ΑΡΗΣ_ΜΟΥΓΚΟΠΕΤΡΟΣ #ΤΡΟΧΑΙΟ",ONLY AVAILABLE IN PAID PLANS,['life'],['newsroom@dnews.gr (newsroom)'],greek,['greece'],['education'],news,2025-12-14 19:23:15,UTC,https://www.dnews.gr/media/k2/items/cache/ed9ad2d0985f7912e7fbbdcf84a15458_L.jpg,,dnews_gr,Dnews Gr,22057,https://www.dnews.gr,https://n.bytvi.com/dnews_gr.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
19,5909466c80fae2a2b5f58531698e13a6,https://abcnews.go.com/US/wireStory/jetblue-flight-venezuela-avoids-midair-collision-us-air-128397390,JetBlue flight near Venezuela avoids 'midair collision' with US Air Force tanker,The JetBlue flight had just left from the small Caribbean nation of Curaçao.,ONLY AVAILABLE IN PAID PLANS,['us'],['christopher rugaber ap economics writer'],english,['united states of america'],"['top', 'crime']",news,2025-12-14 19:23:11,UTC,https://s.abcnews.com/images/US/wirestory_baa2ab38062c5143ba6ce8164219ece2_4x3_384.jpg,,abcnews,Abc News,193,http://www.abcnews.go.com,https://n.bytvi.com/abcnews.png,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,True
20,4e9f58028399e3efbb4cccfa378442d2,https://www.kyoto-np.co.jp/articles/-/1618380,【速報】石川県能登で震度3の地震、滋賀県でも震度1 震源は能登半島沖,15日午前4時3分ごろ、石川県能登で震度3、滋賀県でも震度1を観測する地震があった。震源は能登半島沖、震源の深さは約10キロ。地震の規模は...,ONLY AVAILABLE IN PAID PLANS,['社会'],['京都新聞デジタル'],japanese,['japan'],"['lifestyle', 'top']",news,2025-12-14 19:24:00,UTC,https://kyoto-np.ismcdn.jp/mwimgs/0/6/300wm/img_06665f00edd71b408ecda9730127cd46921552.jpg,,kyoto_np,京都新聞,140871,https://www.kyoto-np.co.jp,https://n.bytvi.com/kyoto_np.jpg,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,False
